mix_mv_avg,5_price_diff,mv_avg_diff,avg_quantity,quantity_price,ct_rising,aux_flag,price,label
-4.039567993691557,15.605317139967957,-0.014018595531003876,-0.7637504812930905,-0.3602136933009387,-0.6315837583372585,1.992197747530653,-4.043781258982014,1
-3.6549154089183036,15.605317139967957,-0.014018595531003876,-0.4763762484865356,-0.08395532827717159,0.031209600542023135,-0.5019582023117478,-3.273875400246454,0
-3.3644634571507446,15.605317139967957,-0.014018595531003876,-0.6141584149006373,-0.4210818255734442,0.031209600542023135,1.992197747530653,-2.7867921018627335,-1
-3.21465828382918,15.605317139967957,11.042849512999638,-0.6810811814446295,-0.4172943065930239,0.031209600542023135,1.992197747530653,-3.022477568822598,1
-3.1548670487130734,15.605317139967957,12.43350715139176,-0.7054883080665562,-0.37946440398268827,0.6940029594213049,-0.5019582023117478,-3.022477568822598,-1
-3.1060658874476075,6.953038220023219,8.991059554714623,-0.4992087217780153,0.1344412950441993,1.3567963183005867,1.992197747530653,-2.8182168307907154,-1
-3.007379510013087,-0.016853132154487395,3.291643003926159,-0.5716427749785716,-0.2586079792826296,2.0195896771798685,-0.5019582023117478,-2.7867921018627335,1
-2.9385980954374995,4.309286327817882,3.5196196659573635,-0.3905576419771808,0.013336336323261082,2.68238303605915,1.992197747530653,-2.7396550084707605,-1
-2.895204748289024,5.751332814475338,5.001467969162802,0.0944355838004572,0.7456220612555022,3.3451763949384317,-0.5019582023117478,-2.6453808216868144,-1
-2.6843872205346235,17.047363626625415,11.156837844014719,0.07868905049598844,-0.41734475046665304,3.3451763949384317,-0.5019582023117478,-1.7026389538473548,-1
-2.620552018850087,4.789968490037034,11.042849512999638,-0.09137350919227419,-0.2739626835554574,2.68238303605915,-0.5019582023117478,-2.4725448125829135,-1
-2.6023541692921883,1.6655344356125452,9.902966202841528,0.10703281044403218,0.216965943336421,2.0195896771798685,-0.5019582023117478,-2.6296684572228233,0
-2.8133746578121444,-15.879364485386509,-12.324758345234837,0.16844429033146044,0.16347764947670199,2.0195896771798685,-0.5019582023117478,-3.6823968763102206,-1
-2.9836424457438167,-31.020852595289803,-23.381626453765477,-0.16695686905372434,-0.056586033519822325,2.0195896771798685,1.992197747530653,-3.7295339697021936,1
-3.152904535525455,-19.244139620920574,-31.474797955885244,-0.012640842669930366,-0.04519610815089647,2.0195896771798685,1.992197747530653,-3.7295339697021936,1
-3.216539025633989,-12.033907187633291,-15.174466620628547,-0.05200717593110228,-0.36800185262729873,1.3567963183005867,1.992197747530653,-3.4152866804223736,1
-3.2434418105809364,4.068945246708306,-3.77563351905162,-0.16223290906238363,-0.04580405719647563,1.3567963183005867,-0.5019582023117478,-3.4152866804223736,1
-3.2423515254767064,7.193379301132795,7.623199582525308,-0.24883884223696184,-0.04610730218041053,0.6940029594213049,-0.5019582023117478,-3.2581630357824634,1
-3.2239543989284227,7.193379301132795,6.82528126541557,-0.24411488224562128,-0.04610730218041053,0.031209600542023135,-0.5019582023117478,-3.2581630357824634,1
-3.2043223810410635,2.3865576789412732,5.68539795525746,-0.24411488224562128,-0.04610730218041053,0.031209600542023135,-0.5019582023117478,-3.2581630357824634,1
-3.1995188963818433,2.3865576789412732,2.265748024784173,-0.23939092225428069,-0.35668474982684856,0.6940029594213049,-0.5019582023117478,-3.2581630357824634,0
